sent_id_1,sent_id_2,text_1,text_2,score
7928,21266,proses merepresentasi bentuk dengan menggunakan metode chain code.metode ini akan digunakan sebagai metode utama dalam perangkat lunak yang akan dibangun.,"hal itu dillakukan karena sistem masih memiliki beberapa kekurangan, yaitu tampilan yang belum responsif, desain ui yang kurang menarik, tidak terdapat fitur untuk melihat status armada yang dapat digunakan untuk melihat kegiatan operasional kapal, dan tidak terdapat fitur untuk melihat status ketersediaan stok bbm yang nantinya dapat membantu manajer dan broker untuk mengatur penjualan sesuai dengan kebutuhan pasar dan perusahaan sehingga dapat mencegah terjadinya overselling.",2.5
13589,20776,"karena sistem akan berjalan dengan pengoperasian yang mudah, dan informasi yang diberikan ke orang tua pun diyakini tidak akan memberi beban tersendiri, sistem juga akan mampu meningkatkan kualitas pendidikan yang ada melalui kemudahan yang didapat.","penelitian oleh sutedja, et al. (2018) mengembangkan data warehouse untuk menganalisis jumlah mahasiswa aktif di suatu universitas dan menampilkan visualisasi untuk data tersebut pada sebuah dashboard.",1.5
6448,19201,"maka dari itu, penulis ingin meneliti tentang cara mendapatkan perbedaan antara citra yang terdapat area lahan pertanian dan yang tidak terdapat area lahan pertanian.",selanjutnya hasil evaluasi yang ada akan disusun untuk menjadi bahan rekomendasi dalam pengembangan situs web gki gejayan kedepannya.,0.5
10290,8304,"selanjutnya, budget tersebut dapat dipindahkan untuk kunjungan ke daerah lain yang potensial ataupun belum mencapai target.",banyak masyarakat yang tidak mengetahui maksud dari rambu lalu lintas yang terpampang di jalan.,0.0
4987,9961,"penelitian sebelumnya yang dilakukan oleh fatimah wulandini dan anto satriyo nugroho (2009), ni wayan saraswati (2011), jalel akaichi (2013), gaurangi patil, varsha galande, vedant kekan, kalpana dange (2014) menunjukkan bahwa svm memiliki tingkat akurasi yang tinggi dari metode lainnya.","digital single lens reflex (dslr) merupakan kamera profesional yang menggunakan sensor digital berkualitas tinggi dengan ketajaman gambar yang tinggi (dwi, 2017).",0.5
14295,24078,"penjadwalan adalah salah satu permasalahan yang sering terjadi di kehidupan sehari – hari, contohnya penjadwalan kegiatan pribadi, kegiatan kelas, hingga rapat.",penelitian ini berfokus pada pengembangan sebuah model ontologi terhadap objek wayang bukan pada bagian antarmuka dan ini bukan merupakan relational database.,0.0
2581,3565,"diharapkan dari penelitian dan analisa pengenalan jenis buah jeruk ini dapat memprediksi jenis buah jeruk dan mengenali jenis tersebut, sehingga para konsumen, petani serta pedagang jeruk dapat mengenali jenis-jenis buah jeruk yang ada dengan mudah dan cepat.",kedua metode tersebut dibahas sebagai pokok bahasan karena dapat meningkatkan keakuratan dari mengenali rambu.,2.5
18190,22187,sistem rekomendasi dapat membantu pengguna untuk mendapatkan informasi yang sesuai.,perusahaan ini bergerak di bidang usaha transportir dan supplier bahan bakar minyak dengan jenis yaitu minyak solar/hsd yang mencakup seluruh wilayah indonesia melalui jalur laut dan darat.,0.0
22242,13331,"tentu database ini memerlukan sebuah user interface atau dashboard yang baik dan juga mudah untuk digunakan oleh karyawan pt lancar asia industri yang memang perlu mempelajari terlebih dahulu, perlunya sebuah data yang mentah dan dapat diolah menjadi sebuah dashboard akan dapat membantu dalam melihat trend pada produksi apa saja yang lebih banyak dikeluarkan oleh pt lancar asia industri.",demikian pada skripsi ini akan diimplementasikan protokol webdav untuk membantu dalam penanganan sistem arsip.,1.0
6897,6710,"kasus tempat parkir universitas kristen duta wacana di ambil karena adanya masalah pengelolaan tempat parkir yang dapat menghambat aktifitas civitasnya, termasuk driveway yang kecil dan slot parkir yang terbatas.",penelitian ini juga akan membuat sistem aplikasi otomatis yang dapat memilih dan menyimpan hasil kompresi berdasarkan hasil rasio kompresi terkecil dari tiga urutan pembacaan.,0.0
733,3013,daerah istimewa yogyakarta merupakan daerah tujuan favorit bagi wisatawan.,batik merupakan salah satu kekayaan budaya yang dimiliki oleh bangsa indonesia.,1.0
